UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Los Angeles,Oxnard College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS R131 (5.00); PHYS R132 (5.00); PHYS R133 (5.00),,,
University of California Los Angeles,Oxnard College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,Oxnard College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,Oxnard College,ENGCOMP 3,ENGL R101 (4.00),,,
University of California Los Angeles,Oxnard College,,ENGL R102 (4.00),PHIL R111 (3.00),,
University of California Los Angeles,Oxnard College,,Not Articulated,,,
University of California Merced,Oxnard College,CSE 022,Not Articulated,,,
University of California Merced,Oxnard College,CSE 030,Not Articulated,,,
University of California Merced,Oxnard College,MATH 021,MATH R120 (5.00),,,
University of California Merced,Oxnard College,MATH 022,MATH R121 (5.00),,,
University of California Merced,Oxnard College,MATH 023,MATH R122 (5.00),,,
University of California Merced,Oxnard College,MATH 024,MATH R134 (3.00); MATH R143 (3.00),,,
University of California Merced,Oxnard College,PHYS 008; PHYS 008L,PHYS R131 (5.00),,,
University of California Merced,Oxnard College,PHYS 009; PHYS 009L,PHYS R132 (5.00),,,
University of California Merced,Oxnard College,CSE 015,Not Articulated,,,
University of California Merced,Oxnard College,CSE 022,Not Articulated,,,
University of California Merced,Oxnard College,CSE 024,Not Articulated,,,
University of California Merced,Oxnard College,CSE 030,Not Articulated,,,
University of California Merced,Oxnard College,CSE 031,Not Articulated,,,
University of California Merced,Oxnard College,ENGR 065,ENGR R160 (3.00); ENGR R160L (1.00),,,
University of California Merced,Oxnard College,ENGR 091,Not Articulated,,,
University of California Merced,Oxnard College,MATH 032,Not Articulated,,,
University of California Merced,Oxnard College,ENGR 080,Not Articulated,,,
University of California Merced,Oxnard College,WRI 001,ENGL R101 (4.00),ENGL R101H (4.00),,
University of California Merced,Oxnard College,WRI 010,ENGL R102 (4.00),ENGL R102H (4.00),ENGL R128 (3.00),PHIL R111 (3.00)
University of California Riverside,Oxnard College,CS 10A,Not Articulated,,,
University of California Riverside,Oxnard College,CS 10B,Not Articulated,,,
University of California Riverside,Oxnard College,MATH 9A; MATH 9B; MATH 9C,MATH R120 (5.00); MATH R121 (5.00),,,
University of California Riverside,Oxnard College,PHYS 40A,PHYS R131 (5.00),,,
University of California Riverside,Oxnard College,CS 11,Not Articulated,,,
University of California Riverside,Oxnard College,CS 10C,Not Articulated,,,
University of California Riverside,Oxnard College,CS 61,Not Articulated,,,
University of California Riverside,Oxnard College,MATH 10A,MATH R122 (5.00),,,
University of California Riverside,Oxnard College,PHYS 40B,PHYS R131 (5.00); PHYS R133 (5.00),,,
University of California Riverside,Oxnard College,PHYS 40C,PHYS R132 (5.00),,,
University of California Riverside,Oxnard College,EE 20B,Not Articulated,,,
University of California Riverside,Oxnard College,MATH 31,MATH R134 (3.00),,,
University of California San Diego,Oxnard College,CSE 8A,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 8B,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 11,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 12,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 15L,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 20,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 21,Not Articulated,,,
University of California San Diego,Oxnard College,CSE 30,Not Articulated,,,
University of California San Diego,Oxnard College,MATH 18,MATH R134 (3.00),,,
University of California San Diego,Oxnard College,MATH 20A,MATH R120 (5.00),,,
University of California San Diego,Oxnard College,MATH 20B,MATH R121 (5.00),,,
University of California San Diego,Oxnard College,MATH 20C,MATH R122 (5.00),,,
University of California San Diego,Oxnard College,BILD 1,BIOL R120 (4.00); BIOL R120L (1.00); BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California San Diego,Oxnard College,BILD 2,BIOL R120 (4.00); BIOL R120L (1.00); BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California San Diego,Oxnard College,BILD 3,BIOL R120 (4.00); BIOL R120L (1.00); BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California San Diego,Oxnard College,CHEM 6A,CHEM R120 (5.00),,,
University of California San Diego,Oxnard College,CHEM 6B,CHEM R120 (5.00); CHEM R122 (5.00),,,
University of California San Diego,Oxnard College,PHYS 2A,PHYS R131 (5.00),,,
University of California San Diego,Oxnard College,PHYS 2B,PHYS R132 (5.00),,,
University of California San Diego,Oxnard College,PHYS 4A,Not Articulated,,,
University of California San Diego,Oxnard College,PHYS 4B,Not Articulated,,,
University of California Santa Barbara,Oxnard College,MATH 3A,MATH R120 (5.00),,,
University of California Santa Barbara,Oxnard College,MATH 3B,MATH R121 (5.00),,,
University of California Santa Barbara,Oxnard College,MATH 4A,MATH R134 (3.00),,,
University of California Santa Barbara,Oxnard College,MATH 4B,MATH R143 (3.00),,,
University of California Santa Barbara,Oxnard College,CMPSC 16,Not Articulated,,,
University of California Santa Barbara,Oxnard College,CMPSC 24,Not Articulated,,,
University of California Santa Barbara,Oxnard College,CMPSC 40,Not Articulated,,,
University of California Santa Barbara,Oxnard College,CMPSC 32,Not Articulated,,,
University of California Santa Barbara,Oxnard College,CMPSC 64,Not Articulated,,,
University of California Santa Barbara,Oxnard College,MATH 6A,MATH R122 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 1,PHYS R131 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 2,PHYS R133 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 3; PHYS 3L,PHYS R132 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS R121 (5.00); PHYS R122 (5.00),PHYS R101 (4.00); PHYS R101L (1.00); PHYS R102 (4.00); PHYS R102L (1.00),,
University of California Santa Barbara,Oxnard College,PHYS 7A,PHYS R131 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 7B,PHYS R131 (5.00); PHYS R132 (5.00); PHYS R133 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 7C,PHYS R132 (5.00); PHYS R133 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 7D,PHYS R132 (5.00); PHYS R133 (5.00),,,
University of California Santa Barbara,Oxnard College,PHYS 7L,PHYS R131 (5.00); PHYS R132 (5.00),,,
University of California Santa Barbara,Oxnard College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM R120 (5.00); CHEM R122 (5.00),,,
University of California Santa Barbara,Oxnard College,MCDB 1A; MCDB 1LL,BIOL R120 (4.00); BIOL R120L (1.00); BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California Santa Barbara,Oxnard College,MCDB 1B,BIOL R120 (4.00); BIOL R120L (1.00); BIOL R122 (4.00); BIOL R122L (1.00),,,
University of California Santa Barbara,Oxnard College,PSTAT 120A,Not Articulated,,,
University of California Santa Cruz,Oxnard College,CSE 12,Not Articulated,,,
University of California Santa Cruz,Oxnard College,CSE 16,Not Articulated,,,
University of California Santa Cruz,Oxnard College,CSE 30,Not Articulated,,,
University of California Santa Cruz,Oxnard College,MATH 19A,MATH R120 (5.00),,,
University of California Santa Cruz,Oxnard College,MATH 19B,MATH R121 (5.00),,,
University of California Santa Cruz,Oxnard College,AM 10,MATH R134 (3.00),,,
University of California Santa Cruz,Oxnard College,MATH 21,MATH R134 (3.00),,,
University of California Santa Cruz,Oxnard College,AM 30,MATH R122 (5.00),,,
University of California Santa Cruz,Oxnard College,MATH 23A,MATH R122 (5.00),,,
