UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4,Courses Group 5
University of California Davis,Cosumnes River College,CHE 004C,Not Articulated,,,,
University of California Davis,Cosumnes River College,PHY 009A,PHYS 411 (4.00),,,,
University of California Davis,Cosumnes River College,PHY 009B,PHYS 431 (4.00),,,,
University of California Davis,Cosumnes River College,PHY 009C,PHYS 421 (4.00),,,,
University of California Irvine,Cosumnes River College,I&C SCI 31; I&C SCI 32; I&C SCI 33,CISP 360 (4.00); CISP 400 (4.00),,,,
University of California Irvine,Cosumnes River College,MATH 2A,MATH 400 (5.00),MATH 355 (4.00),,,
University of California Irvine,Cosumnes River College,MATH 2B,MATH 401 (5.00),,,,
University of California Irvine,Cosumnes River College,MATH 3A,MATH 410 (3.00),,,,
University of California Irvine,Cosumnes River College,I&C SCI 6N,Not Articulated,,,,
University of California Irvine,Cosumnes River College,I&C SCI 6B,CISP 440 (3.00),,,,
University of California Irvine,Cosumnes River College,I&C SCI 6D,CISP 440 (3.00),,,,
University of California Irvine,Cosumnes River College,I&C SCI 45C,Not Articulated,,,,
University of California Irvine,Cosumnes River College,I&C SCI 46,Not Articulated,,,,
University of California Irvine,Cosumnes River College,I&C SCI 51,Not Articulated,,,,
University of California Irvine,Cosumnes River College,I&C SCI 53,Not Articulated,,,,
University of California Irvine,Cosumnes River College,IN4MATX 43,Not Articulated,,,,
University of California Irvine,Cosumnes River College,STATS 67,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,COM SCI 31,CISP 360 (4.00),CISP 400 (4.00),,,
University of California Los Angeles,Cosumnes River College,COM SCI 32,CISP 430 (4.00),,,,
University of California Los Angeles,Cosumnes River College,COM SCI 33,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,COM SCI 35L,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,COM SCI M51A,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,EC ENGR M16,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,MATH 31A,MATH 400 (5.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 31B,MATH 401 (5.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 32A,MATH 402 (5.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 32B,MATH 402 (5.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 33A,MATH 410 (3.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 33B,MATH 420 (4.00),,,,
University of California Los Angeles,Cosumnes River College,MATH 61,CISP 440 (3.00),,,,
University of California Los Angeles,Cosumnes River College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 411 (4.00); PHYS 421 (4.00); PHYS 431 (4.00),,,,
University of California Los Angeles,Cosumnes River College,PHYSICS 4AL,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,PHYSICS 4BL,Not Articulated,,,,
University of California Los Angeles,Cosumnes River College,ENGCOMP 3,ENGWR 300 (3.00),ENGWR 480 (3.00),,,
University of California Los Angeles,Cosumnes River College,,ENGWR 301 (3.00),ENGWR 302 (3.00),,,
University of California Los Angeles,Cosumnes River College,,CISP 360 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 022,CISP 360 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 030,CISP 430 (4.00),,,,
University of California Merced,Cosumnes River College,MATH 021,MATH 400 (5.00),,,,
University of California Merced,Cosumnes River College,MATH 022,MATH 401 (5.00),,,,
University of California Merced,Cosumnes River College,MATH 023,MATH 402 (5.00),,,,
University of California Merced,Cosumnes River College,MATH 024,MATH 410 (3.00); MATH 420 (4.00),,,,
University of California Merced,Cosumnes River College,PHYS 008; PHYS 008L,PHYS 411 (4.00),,,,
University of California Merced,Cosumnes River College,PHYS 009; PHYS 009L,PHYS 421 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 015,CISP 440 (3.00),,,,
University of California Merced,Cosumnes River College,CSE 022,CISP 360 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 024,CISP 400 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 030,CISP 430 (4.00),,,,
University of California Merced,Cosumnes River College,CSE 031,Not Articulated,,,,
University of California Merced,Cosumnes River College,ENGR 065,Not Articulated,,,,
University of California Merced,Cosumnes River College,ENGR 091,Not Articulated,,,,
University of California Merced,Cosumnes River College,MATH 032,Not Articulated,,,,
University of California Merced,Cosumnes River College,ENGR 080,Not Articulated,,,,
University of California Merced,Cosumnes River College,WRI 001,ENGWR 300 (3.00),ENGWR 480 (3.00),,,
University of California Merced,Cosumnes River College,WRI 010,COMM 311 (3.00),COMM 315 (3.00),COMM 482 (3.00),ENGWR 301 (3.00),ENGWR 302 (3.00)
University of California Riverside,Cosumnes River College,CS 10A,CISP 360 (4.00),CISP 401 (4.00),,,
University of California Riverside,Cosumnes River College,CS 10B,CISP 400 (4.00),,,,
University of California Riverside,Cosumnes River College,MATH 9A; MATH 9B; MATH 9C,MATH 400 (5.00); MATH 401 (5.00),,,,
University of California Riverside,Cosumnes River College,PHYS 40A,PHYS 411 (4.00),,,,
University of California Riverside,Cosumnes River College,CS 11,CISP 440 (3.00),,,,
University of California Riverside,Cosumnes River College,CS 10C,CISP 430 (4.00),,,,
University of California Riverside,Cosumnes River College,CS 61,CISP 310 (4.00),,,,
University of California Riverside,Cosumnes River College,MATH 10A,MATH 402 (5.00),,,,
University of California Riverside,Cosumnes River College,PHYS 40B,PHYS 411 (4.00); PHYS 431 (4.00),,,,
University of California Riverside,Cosumnes River College,PHYS 40C,PHYS 421 (4.00),,,,
University of California Riverside,Cosumnes River College,EE 20B,Not Articulated,,,,
University of California Riverside,Cosumnes River College,MATH 31,MATH 410 (3.00),,,,
University of California San Diego,Cosumnes River College,CSE 8A,CISP 360 (4.00),,,,
University of California San Diego,Cosumnes River College,CSE 8B,Not Articulated,,,,
University of California San Diego,Cosumnes River College,CSE 11,CISP 400 (4.00),CISP 401 (4.00),,,
University of California San Diego,Cosumnes River College,CSE 12,CISP 430 (4.00),,,,
University of California San Diego,Cosumnes River College,CSE 15L,Not Articulated,,,,
University of California San Diego,Cosumnes River College,CSE 20,CISP 440 (3.00),,,,
University of California San Diego,Cosumnes River College,CSE 21,Not Articulated,,,,
University of California San Diego,Cosumnes River College,CSE 30,CISP 310 (4.00),,,,
University of California San Diego,Cosumnes River College,MATH 18,MATH 410 (3.00),,,,
University of California San Diego,Cosumnes River College,MATH 20A,MATH 400 (5.00),,,,
University of California San Diego,Cosumnes River College,MATH 20B,MATH 401 (5.00),,,,
University of California San Diego,Cosumnes River College,MATH 20C,MATH 402 (5.00),,,,
University of California San Diego,Cosumnes River College,BILD 1,BIOL 400 (5.00); BIOL 410 (5.00); BIOL 420 (5.00),,,,
University of California San Diego,Cosumnes River College,BILD 2,BIOL 400 (5.00); BIOL 410 (5.00); BIOL 420 (5.00),,,,
University of California San Diego,Cosumnes River College,BILD 3,BIOL 400 (5.00); BIOL 410 (5.00); BIOL 420 (5.00),,,,
University of California San Diego,Cosumnes River College,CHEM 6A,CHEM 400 (5.00),,,,
University of California San Diego,Cosumnes River College,CHEM 6B,CHEM 400 (5.00); CHEM 401 (5.00),,,,
University of California San Diego,Cosumnes River College,PHYS 2A,PHYS 411 (4.00),,,,
University of California San Diego,Cosumnes River College,PHYS 2B,PHYS 421 (4.00),,,,
University of California San Diego,Cosumnes River College,PHYS 4A,Not Articulated,,,,
University of California San Diego,Cosumnes River College,PHYS 4B,Not Articulated,,,,
University of California Santa Barbara,Cosumnes River College,MATH 3A,MATH 400 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,MATH 3B,MATH 401 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,MATH 4A,MATH 410 (3.00),,,,
University of California Santa Barbara,Cosumnes River College,MATH 4B,MATH 420 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,CMPSC 16,CISP 360 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,CMPSC 24,CISP 430 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,CMPSC 40,CISP 440 (3.00),,,,
University of California Santa Barbara,Cosumnes River College,CMPSC 32,CISP 400 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,CMPSC 64,CISP 310 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,MATH 6A,MATH 402 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 1,PHYS 411 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 2,PHYS 411 (4.00); PHYS 431 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 3; PHYS 3L,PHYS 421 (4.00); PHYS 431 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 6A; PHYS 6AL; PHYS 6B; PHYS 6BL; PHYS 6C; PHYS 6CL,PHYS 350 (4.00); PHYS 360 (4.00),PHYS 370 (5.00); PHYS 380 (5.00),,,
University of California Santa Barbara,Cosumnes River College,PHYS 7A,PHYS 411 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 7B,PHYS 411 (4.00); PHYS 421 (4.00); PHYS 431 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 7C,PHYS 421 (4.00); PHYS 431 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 7D,PHYS 431 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,PHYS 7L,PHYS 411 (4.00); PHYS 421 (4.00),,,,
University of California Santa Barbara,Cosumnes River College,CHEM 1A; CHEM 1AL; CHEM 1B; CHEM 1BL; CHEM 1C; CHEM 1CL,CHEM 400 (5.00); CHEM 401 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,MCDB 1A; MCDB 1LL,BIOL 400 (5.00); BIOL 410 (5.00); BIOL 420 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,MCDB 1B,BIOL 400 (5.00); BIOL 410 (5.00); BIOL 420 (5.00),,,,
University of California Santa Barbara,Cosumnes River College,PSTAT 120A,Not Articulated,,,,
University of California Santa Cruz,Cosumnes River College,CSE 12,CISP 310 (4.00),,,,
University of California Santa Cruz,Cosumnes River College,CSE 16,CISP 440 (3.00),,,,
University of California Santa Cruz,Cosumnes River College,CSE 30,CISP 430 (4.00),,,,
University of California Santa Cruz,Cosumnes River College,MATH 19A,MATH 400 (5.00),,,,
University of California Santa Cruz,Cosumnes River College,MATH 19B,MATH 401 (5.00),,,,
University of California Santa Cruz,Cosumnes River College,AM 10,MATH 410 (3.00),,,,
University of California Santa Cruz,Cosumnes River College,MATH 21,MATH 410 (3.00),,,,
University of California Santa Cruz,Cosumnes River College,AM 30,MATH 402 (5.00),,,,
University of California Santa Cruz,Cosumnes River College,MATH 23A,MATH 402 (5.00),,,,
