cc,system_type,ucs,uc_count,ge_pattern,status,total_terms,total_units,over_2_years,units_term_1,units_term_2,units_term_3,units_term_4,units_term_5,units_term_6,error
de_anza,quarter,UCB+UCD+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCD+UCM+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCM+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCM+UCSC+UCSD,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCI+UCLA+UCR+UCSB,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCD+UCI+UCLA+UCR,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCB+UCI+UCLA+UCR,4,IGETC,success,6,97.5,False,20.0,18.5,20,11,10,18.0,
de_anza,quarter,UCI+UCLA+UCR+UCSC,4,IGETC,success,5,93.5,False,20.0,20.0,17.5,20,16,0,
de_anza,quarter,UCI+UCLA+UCM+UCR,4,IGETC,success,6,106.5,False,20.0,20.0,18.5,20,10,18.0,
de_anza,quarter,UCD+UCI+UCLA+UCSB,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCI+UCLA+UCSB,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCI+UCLA+UCSB+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCI+UCLA+UCM+UCSB,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
de_anza,quarter,UCB+UCD+UCI+UCLA,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCI+UCLA+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCI+UCLA+UCM,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCI+UCLA+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCI+UCLA+UCM,4,IGETC,success,6,102.0,False,20.0,18.5,18.5,17,10,18.0,
de_anza,quarter,UCI+UCLA+UCM+UCSC,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCD+UCLA+UCR+UCSB,4,IGETC,success,5,89.0,False,20.0,17.5,18.5,20,13,0,
de_anza,quarter,UCB+UCLA+UCR+UCSB,4,IGETC,success,6,107.0,False,20.0,17.5,18.5,20,13,18.0,
